participant_id,random_id,trial_index,trial_number,time_elapsed,condition,category,level,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,index,test_choice,choice_type,choice_category,choice_match_category,choice_type_training_consistent
manatee,p9mqf1fkco8,16,11,199856,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]","[2,9,8,11,17,13,19,20]","[2240,2629,2895,3271,4345,4894,5897,6206]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]",8599,4,stimuli/c1_sup3.jpg,superordinate,vegetables,1,1
manatee,p9mqf1fkco8,16,11,199856,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]","[2,9,8,11,17,13,19,20]","[2240,2629,2895,3271,4345,4894,5897,6206]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]",8599,5,stimuli/c1_bas4.jpg,basic,vegetables,1,1
manatee,p9mqf1fkco8,16,11,199856,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]","[2,9,8,11,17,13,19,20]","[2240,2629,2895,3271,4345,4894,5897,6206]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]",8599,6,stimuli/c1_sup5.jpg,superordinate,vegetables,1,1
manatee,p9mqf1fkco8,16,11,199856,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]","[2,9,8,11,17,13,19,20]","[2240,2629,2895,3271,4345,4894,5897,6206]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]",8599,7,stimuli/c1_sup4.jpg,superordinate,vegetables,1,1
manatee,p9mqf1fkco8,16,11,199856,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]","[2,9,8,11,17,13,19,20]","[2240,2629,2895,3271,4345,4894,5897,6206]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sub4.jpg""]",8599,8,stimuli/c1_sub4.jpg,subordinate,vegetables,1,1
manatee,p9mqf1fkco8,17,12,206271,3-item,vegetables,subordinate,"[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]","[4,13,6,18]","[2426,2993,3310,5415]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]",6409,1,stimuli/c1_bas4.jpg,basic,vegetables,1,0
manatee,p9mqf1fkco8,17,12,206271,3-item,vegetables,subordinate,"[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]","[4,13,6,18]","[2426,2993,3310,5415]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]",6409,2,stimuli/c1_sub4.jpg,subordinate,vegetables,1,1
manatee,p9mqf1fkco8,17,12,206271,3-item,vegetables,subordinate,"[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]","[4,13,6,18]","[2426,2993,3310,5415]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]",6409,3,stimuli/c1_sub5.jpg,subordinate,vegetables,1,1
manatee,p9mqf1fkco8,17,12,206271,3-item,vegetables,subordinate,"[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]","[4,13,6,18]","[2426,2993,3310,5415]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg""]",6409,4,stimuli/c1_bas3.jpg,basic,vegetables,1,0
leopard,p9nc8z92j4v,6,1,78131,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[2,0,13,5]","[7600,8000,8633,9630]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]",11724,1,stimuli/c1_sub5.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,6,1,78131,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[2,0,13,5]","[7600,8000,8633,9630]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]",11724,2,stimuli/c1_bas4.jpg,basic,vegetables,1,0
leopard,p9nc8z92j4v,6,1,78131,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[2,0,13,5]","[7600,8000,8633,9630]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]",11724,3,stimuli/c1_bas3.jpg,basic,vegetables,1,0
leopard,p9nc8z92j4v,6,1,78131,1-item,vegetables,one-subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[2,0,13,5]","[7600,8000,8633,9630]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]",11724,4,stimuli/c1_sub4.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,7,2,85908,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[6,10,17,18]","[1823,2620,3046,3701]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",7775,1,stimuli/c3_sub4.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,7,2,85908,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[6,10,17,18]","[1823,2620,3046,3701]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",7775,2,stimuli/c3_sub5.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,7,2,85908,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[6,10,17,18]","[1823,2620,3046,3701]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",7775,3,stimuli/c3_bas4.jpg,basic,animals,1,0
leopard,p9nc8z92j4v,7,2,85908,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[6,10,17,18]","[1823,2620,3046,3701]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",7775,4,stimuli/c3_bas3.jpg,basic,animals,1,0
leopard,p9nc8z92j4v,8,3,93592,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]","[3,23,21,17]","[2480,3211,3833,4440]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]",7683,1,stimuli/c2_sub5.jpg,subordinate,vehicles,1,1
leopard,p9nc8z92j4v,8,3,93592,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]","[3,23,21,17]","[2480,3211,3833,4440]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]",7683,2,stimuli/c2_sub4.jpg,subordinate,vehicles,1,1
leopard,p9nc8z92j4v,8,3,93592,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]","[3,23,21,17]","[2480,3211,3833,4440]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]",7683,3,stimuli/c2_bas4.jpg,basic,vehicles,1,0
leopard,p9nc8z92j4v,8,3,93592,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]","[3,23,21,17]","[2480,3211,3833,4440]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg""]",7683,4,stimuli/c2_bas3.jpg,basic,vehicles,1,0
leopard,p9nc8z92j4v,9,4,103589,3-item,animals,basic,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]","[6,12,18,19]","[6179,6800,7841,8134]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]",9996,1,stimuli/c3_sub4.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,9,4,103589,3-item,animals,basic,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]","[6,12,18,19]","[6179,6800,7841,8134]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]",9996,2,stimuli/c3_bas4.jpg,basic,animals,1,1
leopard,p9nc8z92j4v,9,4,103589,3-item,animals,basic,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]","[6,12,18,19]","[6179,6800,7841,8134]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]",9996,3,stimuli/c3_sub5.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,9,4,103589,3-item,animals,basic,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]","[6,12,18,19]","[6179,6800,7841,8134]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg""]",9996,4,stimuli/c3_bas3.jpg,basic,animals,1,1
leopard,p9nc8z92j4v,10,5,108943,3-item,vegetables,subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[0,2,22]","[3514,3764,4957]","[""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",5353,1,stimuli/c1_sub5.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,10,5,108943,3-item,vegetables,subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[0,2,22]","[3514,3764,4957]","[""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",5353,2,stimuli/c1_sub4.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,10,5,108943,3-item,vegetables,subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[0,2,22]","[3514,3764,4957]","[""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",5353,3,stimuli/c1_bas4.jpg,basic,vegetables,1,0
leopard,p9nc8z92j4v,11,6,122783,3-item,animals,superordinate,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]","[23,10,3]","[11111,12538,12827]","[""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]",13839,1,stimuli/c3_sub5.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,11,6,122783,3-item,animals,superordinate,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]","[23,10,3]","[11111,12538,12827]","[""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]",13839,2,stimuli/c3_bas3.jpg,basic,animals,1,1
leopard,p9nc8z92j4v,11,6,122783,3-item,animals,superordinate,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]","[23,10,3]","[11111,12538,12827]","[""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]",13839,3,stimuli/c3_sub4.jpg,subordinate,animals,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,1,stimuli/c1_sup4.jpg,superordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,2,stimuli/c1_sup3.jpg,superordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,3,stimuli/c1_bas3.jpg,basic,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,4,stimuli/c1_sub5.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,5,stimuli/c1_sup6.jpg,superordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,6,stimuli/c1_sup5.jpg,superordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,7,stimuli/c1_sub4.jpg,subordinate,vegetables,1,1
leopard,p9nc8z92j4v,12,7,138204,3-item,vegetables,superordinate,"[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]","[13,8,9,16,22,23,4,15]","[10154,11236,11474,11818,12371,12605,12941,14653]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg""]",15420,8,stimuli/c1_bas4.jpg,basic,vegetables,1,1
leopard,p9nc8z92j4v,13,8,144925,3-item,vehicles,superordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]","[1,2,6,21,22,14,16]","[3340,3533,3781,4392,4723,5044,5933]","[""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]",6720,1,stimuli/c2_sub5.jpg,subordinate,vehicles,1,1
leopard,p9nc8z92j4v,13,8,144925,3-item,vehicles,superordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]","[1,2,6,21,22,14,16]","[3340,3533,3781,4392,4723,5044,5933]","[""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]",6720,2,stimuli/c2_bas4.jpg,basic,vehicles,1,1
leopard,p9nc8z92j4v,13,8,144925,3-item,vehicles,superordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]","[1,2,6,21,22,14,16]","[3340,3533,3781,4392,4723,5044,5933]","[""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]",6720,3,stimuli/c2_sup6.jpg,superordinate,vehicles,1,1
leopard,p9nc8z92j4v,13,8,144925,3-item,vehicles,superordinate,"[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]","[1,2,6,21,22,14,16]","[3340,3533,3781,4392,4723,5044,5933]","[""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg""]",6720,4,stimuli/c2_sub4.jpg,subordinate,vehicles,1,1
